bank,review,clean_review,rating,date,source,sentiment,sentiment_score
CBE,Avery good app designed by CBE makes life easier.,Avery good app designed by CBE makes life easier.,4,2024-10-30,Google Play,positive,0.9993607401847839
CBE,"It getting worst everyday, it actually doesn't work this days.","It getting worst everyday, it actually doesnt work this days.",1,2023-11-14,Google Play,negative,0.9984835982322693
CBE,Good application it's useful to make life easy,Good application its useful to make life easy,5,2024-02-14,Google Play,positive,0.9996579885482788
CBE,All transactions history has to be shown .,All transactions history has to be shown .,3,2024-02-19,Google Play,negative,0.9780997633934021
CBE,Perfect & Reliable Service,Perfect Reliable Service,5,2021-08-25,Google Play,positive,0.9998602867126465
CBE,Its fine between Cbe to cbe and telebirr.,Its fine between Cbe to cbe and telebirr.,4,2023-09-06,Google Play,positive,0.9979133009910583
CBE,Fast and time saving app.,Fast and time saving app.,5,2022-05-14,Google Play,positive,0.9957491159439087
CBE,Tanks it's very good and useful,Tanks its very good and useful,5,2023-08-27,Google Play,negative,0.6856689453125
CBE,It is very easy to use rather than the ussd,It is very easy to use rather than the ussd,5,2023-08-08,Google Play,neutral,0.5656410455703735
CBE,The screen shot doesn't work.,The screen shot doesnt work.,2,2024-06-30,Google Play,negative,0.9997859597206116
CBE,Preferable and No #1 mobile banking appn!!just wow... 🙏,Preferable and No 1 mobile banking appn!!just wow...,4,2024-02-11,Google Play,positive,0.9972774386405945
CBE,Easy but lagging all the time,Easy but lagging all the time,3,2023-09-22,Google Play,negative,0.998812198638916
CBE,I couldn't install the app it stuck you gotta fix it,I couldnt install the app it stuck you gotta fix it,1,2023-07-20,Google Play,negative,0.9990094900131226
CBE,This app is very great and it is healping in a very great manner.,This app is very great and it is healping in a very great manner.,5,2023-11-13,Google Play,positive,0.9997840523719788
CBE,It's easy to be used loveable app👍,Its easy to be used loveable app,5,2023-11-09,Google Play,positive,0.99909508228302
CBE,The best mobile banking app!!!,The best mobile banking app!!!,5,2023-12-02,Google Play,positive,0.9998388290405273
CBE,It is good but you can upgrade more,It is good but you can upgrade more,4,2023-09-24,Google Play,positive,0.998715877532959
CBE,U'r good but sometimes your network was unstable,Ur good but sometimes your network was unstable,5,2024-02-05,Google Play,negative,0.9976194500923157
CBE,"𝚙𝚎𝚘𝚙𝚕𝚎 𝚌𝚊𝚗 𝚎𝚊𝚜𝚕𝚢 𝚊𝚌𝚝𝚒𝚟𝚊𝚝𝚎 𝚝𝚑𝚎𝚒𝚛 𝚌𝚞𝚛𝚛𝚎𝚗𝚌𝚒𝚎𝚜,𝚊𝚗𝚍 𝚖𝚘𝚜𝚝 𝚘𝚏 𝚝𝚑𝚎 𝚜𝚢𝚜𝚝𝚎𝚖𝚜 𝚜𝚖𝚘𝚘𝚝𝚑𝚕𝚢 𝚒𝚗𝚝𝚎𝚛 𝚊𝚌𝚝 𝚋𝚢 𝚊𝚌𝚌𝚘𝚞𝚗𝚝𝚜 𝚝𝚑𝚊𝚝 𝚏𝚘𝚠𝚗𝚍 𝚒𝚗 𝚝𝚑𝚎 𝚍𝚎𝚟𝚒𝚌𝚎 𝚊𝚜 𝚌𝚞𝚜𝚝𝚘𝚖𝚎𝚛𝚜 𝚗𝚎𝚎𝚍𝚎𝚍.","𝚙𝚎𝚘𝚙𝚕𝚎 𝚌𝚊𝚗 𝚎𝚊𝚜𝚕𝚢 𝚊𝚌𝚝𝚒𝚟𝚊𝚝𝚎 𝚝𝚑𝚎𝚒𝚛 𝚌𝚞𝚛𝚛𝚎𝚗𝚌𝚒𝚎𝚜,𝚊𝚗𝚍 𝚖𝚘𝚜𝚝 𝚘𝚏 𝚝𝚑𝚎 𝚜𝚢𝚜𝚝𝚎𝚖𝚜 𝚜𝚖𝚘𝚘𝚝𝚑𝚕𝚢 𝚒𝚗𝚝𝚎𝚛 𝚊𝚌𝚝 𝚋𝚢 𝚊𝚌𝚌𝚘𝚞𝚗𝚝𝚜 𝚝𝚑𝚊𝚝 𝚏𝚘𝚠𝚗𝚍 𝚒𝚗 𝚝𝚑𝚎 𝚍𝚎𝚟𝚒𝚌𝚎 𝚊𝚜 𝚌𝚞𝚜𝚝𝚘𝚖𝚎𝚛𝚜 𝚗𝚎𝚎𝚍𝚎𝚍.",5,2024-03-22,Google Play,negative,0.9613829851150513
CBE,"Crashes after update, shame.","Crashes after update, shame.",1,2019-03-12,Google Play,negative,0.9997838139533997
CBE,Difficult to find out verfication code. It took me z whole day,Difficult to find out verfication code. It took me z whole day,5,2021-05-15,Google Play,negative,0.9974111914634705
CBE,"Very poor, not connect properly, deduct money with out report","Very poor, not connect properly, deduct money with out report",1,2024-07-15,Google Play,negative,0.9997842907905579
CBE,"When your app is convenient for us blind people, why are the bank employees advising us that we can't do it? Please do some conscious work and at least help your employees not to be under the machine.","When your app is convenient for us blind people, why are the bank employees advising us that we cant do it? Please do some conscious work and at least help your employees not to be under the machine.",5,2023-08-27,Google Play,negative,0.9978598952293396
CBE,Easy and time consuming,Easy and time consuming,1,2022-10-24,Google Play,positive,0.8958801627159119
CBE,"Excellent. But, the service charge is insane 😭","Excellent. But, the service charge is insane",5,2023-12-26,Google Play,negative,0.6622779369354248
CBE,1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,1.Money withidirawal from bank into my debit card and credit next in to make Ethiopian My saving bank account number.3rd limete My money withidirawal in to make mobile money wallet plus in to make My Ethiopian saving Bank account number is attached with allow me My money . all my money convert to Ethiopian birr to make. Excuse me my needs seed and received money withidirawal more amended more detail.,5,2023-01-25,Google Play,negative,0.9909113049507141
CBE,It is very simple app to use&fast,It is very simple app to usefast,5,2023-08-18,Google Play,positive,0.9226065278053284
CBE,"No words to explain abt this app, it's amazing","No words to explain abt this app, its amazing",5,2023-12-12,Google Play,negative,0.8855864405632019
CBE,Really I got it helpful It is easy to use It reduces time for transactions,Really I got it helpful It is easy to use It reduces time for transactions,5,2020-08-11,Google Play,negative,0.8821659088134766
CBE,It's easy for the customer,Its easy for the customer,4,2023-07-01,Google Play,positive,0.9732537269592285
CBE,It is easy to use and good applicarion .thanks to cbe,It is easy to use and good applicarion .thanks to cbe,5,2024-03-09,Google Play,positive,0.9998658895492554
CBE,The app never opens in Android,The app never opens in Android,1,2023-08-02,Google Play,negative,0.9997830986976624
CBE,Very nice application. Well updated!!!!,Very nice application. Well updated!!!!,5,2024-04-07,Google Play,positive,0.9998432397842407
CBE,"It is light, excellent app.","It is light, excellent app.",4,2023-12-30,Google Play,positive,0.9998680353164673
CBE,"Easy, fast and friendly.","Easy, fast and friendly.",5,2023-09-06,Google Play,positive,0.9998323917388916
CBE,Very nice and well designed! 🙏,Very nice and well designed!,5,2023-12-09,Google Play,positive,0.9998754262924194
CBE,"Bad, it's not working for me since one week","Bad, its not working for me since one week",1,2024-02-07,Google Play,negative,0.9986336827278137
CBE,"I appreciate the effort you put in this application, but for commercial bank employees, you should include staff who speak the language spoken by the customers, depending on the location of the bank, in particular, the Somali region thank you. ለንግድ ባንክ ሰራተኞች ግን ደንበኞቹ የሚናገሩትን ቋንቋ የሚናገሩ ሰራተኞችን ማካተት አለቦት እንደ ባንኩ አካባቢ በተለይም የሶማሌ ክልል እናመሰግናለን።","I appreciate the effort you put in this application, but for commercial bank employees, you should include staff who speak the language spoken by the customers, depending on the location of the bank, in particular, the Somali region thank you. ለንግድ ባንክ ሰራተኞች ግን ደንበኞቹ የሚናገሩትን ቋንቋ የሚናገሩ ሰራተኞችን ማካተት አለቦት እንደ ባንኩ አካባቢ በተለይም የሶማሌ ክልል እናመሰግናለን",3,2022-04-05,Google Play,positive,0.9970495700836182
CBE,First of all may almighty God bless the leader and mother of Africa Ethiopia and the people as well. Congratulations to ECB for sharing very interested and helpful application and more early to use Thanks,First of all may almighty God bless the leader and mother of Africa Ethiopia and the people as well. Congratulations to ECB for sharing very interested and helpful application and more early to use Thanks,5,2023-12-22,Google Play,positive,0.9997771382331848
CBE,Very good but same time deos'n work properly,Very good but same time deosn work properly,5,2023-11-23,Google Play,positive,0.9950396418571472
CBE,Very good apps. Thus help other for thier problem.,Very good apps. Thus help other for thier problem.,5,2024-05-17,Google Play,positive,0.9981616139411926
CBE,"When I tray to open the app it says ""The device is Rooted"" haw can i solve it?",When I tray to open the app it says The device is Rooted haw can i solve it?,1,2024-04-18,Google Play,negative,0.9987473487854004
CBE,Urgent fix required for the app!,Urgent fix required for the app!,1,2024-01-30,Google Play,negative,0.9715988636016846
CBE,Wow easy and fast platform,Wow easy and fast platform,5,2024-03-29,Google Play,positive,0.9997567534446716
CBE,Nothing is working after update,Nothing is working after update,1,2023-10-20,Google Play,negative,0.999710738658905
CBE,No mobile app like this. Really an amazing,No mobile app like this. Really an amazing,5,2022-05-26,Google Play,positive,0.99954754114151
CBE,Simplify business interesting app,Simplify business interesting app,5,2024-02-04,Google Play,positive,0.9989895224571228
CBE,Happy to have ACCOUNT with CBE. Thank you for the new mobile banking app which can help the customer for settlement of their bills.,Happy to have ACCOUNT with CBE. Thank you for the new mobile banking app which can help the customer for settlement of their bills.,5,2020-06-26,Google Play,positive,0.9997864365577698
